Timestamp,Value,ValueStatus,ExportType,TimestampPrecisionType,IncludeBadValues,TotalEvents,TotalGoodValues,TotalBadValues,LowestFrequency,HighestFrequency,AverageFrequency,DigitalSet,ExceptionDeviation,ExceptionMaximum,ExceptionMinimum,ExceptionPercentage,Span,Zero,EngineeringUnits,Compressing,Step,CompressionDeviation,CompressionMaximum,CompressionMinimum,CompressionPercentage,IsOutlier
2024-09-21 16:49:00+00:00,-157.96,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 16:53:00+00:00,-157.96,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 16:54:00+00:00,-157.95666666666668,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 16:55:00+00:00,-157.95333333333332,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 16:56:00+00:00,-157.95,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 16:57:00+00:00,-157.96,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 16:58:00+00:00,-157.95,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 16:59:00+00:00,-157.96,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:00:00+00:00,-157.95499999999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:01:00+00:00,-157.95,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:02:00+00:00,-157.9488888888889,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:03:00+00:00,-157.94777777777776,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:04:00+00:00,-157.94666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:05:00+00:00,-157.94555555555556,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:06:00+00:00,-157.94444444444443,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:07:00+00:00,-157.94333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:08:00+00:00,-157.94222222222223,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:09:00+00:00,-157.9411111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:10:00+00:00,-157.94,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:11:00+00:00,-157.9425,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:12:00+00:00,-157.945,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:13:00+00:00,-157.9475,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:14:00+00:00,-157.95,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:15:00+00:00,-157.93,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:16:00+00:00,-157.94,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:17:00+00:00,-157.93666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:18:00+00:00,-157.93333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:19:00+00:00,-157.93,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:20:00+00:00,-157.94,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:21:00+00:00,-157.93666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:22:00+00:00,-157.93333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:23:00+00:00,-157.93,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:24:00+00:00,-157.94,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:25:00+00:00,-157.93,1.0,2.0,1.0,1.0,168310.0,168207.0,103.0,0.0,0.0297222222222222,0.003024895042558,,0.0,0.0,0.0,0.0,100.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,True
2024-09-21 17:26:00+00:00,-157.928,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:27:00+00:00,-157.926,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:28:00+00:00,-157.924,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
2024-09-21 17:29:00+00:00,-157.922,1.0,,,,,,,,,,,,,,,,,,,,,,,,True
